window_id,start_index,end_index,start_time,end_time,alpha_q,alpha_r,gps_updates,has_gps,mean_nis,position_mae,velocity_mae,heading_mae_deg
656,32800,32849,3279.9999999981123,3284.8999999981124,0.1,1.0,0,0,,14.39372194799603,0.9032284500339316,36.48228343987293
657,32850,32899,3284.999999998108,3289.899999998108,0.1,0.5,1,1,36.97682729433647,2.698934496940418,0.8873662854508971,14.970838201695724
658,32900,32949,3289.9999999981032,3294.8999999981033,0.1,1.0,0,0,,4.273784257136003,2.0754730984282275,4.717600279037267
659,32950,32999,3294.9999999980987,3299.899999998099,0.1,0.3,1,1,6.997936250745501,5.558196635891702,3.5236710213130418,16.74880639999872
660,33000,33049,3299.999999998094,3304.8999999980942,0.1,3.0,1,1,8.50864337818508,7.423094938486339,1.771078671323997,31.71479123688263
661,33050,33099,3304.9999999980896,3309.8999999980897,0.1,1.0,0,0,,9.531562700459194,0.8059719656116718,35.60823569486894
662,33100,33149,3309.999999998085,3314.899999998085,0.1,30.0,1,1,0.2765433778025174,4.970072469819356,1.3610890723112032,18.448794006139536
663,33150,33199,3314.9999999980805,3319.8999999980806,0.1,1.0,0,0,,3.174587928222309,0.8054311122103486,15.006578990617935
664,33200,33249,3319.999999998076,3324.899999998076,0.1,1.5,1,1,18.598445439098835,3.2956425080509564,0.8323578800481652,15.963623095980882
665,33250,33299,3324.9999999980714,3329.8999999980715,0.1,1.0,0,0,,3.269064560883286,0.7331669690460351,7.130548095609777
666,33300,33349,3329.999999998067,3334.899999998067,0.1,15.0,1,1,2.42320542452842,7.061811932140247,0.2448150336073349,23.889245137883904
667,33350,33399,3334.9999999980623,3339.8999999980624,0.1,1.0,0,0,,5.761589596353405,2.425227058498723,8.334342089747123
668,33400,33449,3339.999999998058,3344.899999998058,0.1,30.0,1,1,0.3998470337690243,3.1358832698403467,0.8873140706412661,13.601470747516366
669,33450,33499,3344.999999998053,3349.8999999980533,0.1,5.0,1,1,4.8155224974757305,3.281639560510261,0.7119101155470147,13.292949705789026
670,33500,33549,3349.9999999980487,3354.8999999980488,0.1,1.0,0,0,,3.8862903759662704,0.3113453788598748,15.141588466262297
671,33550,33599,3354.999999998044,3359.899999998044,0.1,3.0,1,1,6.894943521234198,2.336132945915323,0.4661613385216224,11.369778665175348
672,33600,33649,3359.99999999804,3364.89999999804,0.1,1.0,0,0,,4.524649086909384,0.4013156630567176,14.96632322592548
673,33650,33699,3364.999999998035,3369.899999998035,0.1,5.0,1,1,6.501355481075566,2.919227060703765,1.4613642940995395,8.918093208557048
674,33700,33749,3369.9999999980305,3374.8999999980306,0.1,1.0,0,0,,3.276547227350625,0.3593663821549491,7.708958825078165
675,33750,33799,3374.999999998026,3379.899999998026,0.1,5.0,1,1,6.78810332365537,0.8566328335210639,0.3783055813133085,2.678632780928482
676,33800,33849,3379.9999999980214,3384.8999999980215,0.1,1.0,0,0,,4.814852518165137,0.9722890357876878,18.248911026242467
677,33850,33899,3384.999999998017,3389.899999998017,1.0,10.0,1,1,2.6610554709204064,2.2612069221115814,0.4925039701814962,8.42420480609193
678,33900,33949,3389.9999999980123,3394.8999999980124,0.1,5.0,1,1,5.191799082337433,1.265319957731054,0.6625317503425693,0.5943453379960967
679,33950,33999,3394.999999998008,3399.8999999980083,0.1,1.0,0,0,,2.335469698474212,0.7076379467737506,5.689793966450437
680,34000,34049,3399.999999998003,3404.8999999980033,0.1,1.0,1,1,20.402176368596614,3.03001603196831,0.718850882157167,9.611908162847715
681,34050,34099,3404.9999999979987,3409.8999999979987,0.1,1.0,0,0,,2.738971187416167,1.2541945050314132,8.141609961775716
682,34100,34149,3409.999999997994,3414.899999997994,30.0,0.1,1,1,0.5357581505011821,4.060738951391188,3.5304708816739243,29.195225990748177
683,34150,34199,3414.9999999979896,3419.8999999979897,0.1,1.0,0,0,,1.5666079184808988,0.105981185158393,4.25513704334852
